,SecuCode,FirstIndustryCode
1866,000541,33
1867,000651,33
1868,000801,33
1869,000810,33
1870,000921,33
1871,002032,33
1872,002035,33
1873,002050,33
1874,002076,33
1875,002242,33
1876,002260,33
1877,002290,33
1878,002403,33
1879,002413,33
1880,002418,33
1881,002420,33
1882,002429,33
1883,002473,33
1884,002508,33
1885,002543,33
1886,002614,33
1887,002615,33
1888,002668,33
1889,002670,33
1890,002676,33
1891,002677,33
1892,002705,33
1893,002723,33
1894,002759,33
1895,002790,33
1896,002860,33
1897,300217,33
1898,300247,33
1899,300249,33
1900,300272,33
1901,300279,33
1902,300317,33
1903,300342,33
1904,300475,33
1905,300582,33
1906,300625,33
1907,300632,33
1908,300650,33
1909,600060,33
1910,600261,33
1911,600336,33
1912,600482,33
1913,600619,33
1914,600651,33
1915,600690,33
1916,600839,33
1917,600854,33
1918,600870,33
1919,600983,33
1920,603303,33
1921,603311,33
1922,603355,33
1923,603366,33
1924,603515,33
1925,603578,33
1926,603677,33
1927,603679,33
1928,603685,33
1929,603868,33
1930,000611,34
1931,000726,34
1932,000779,34
1933,000850,34
1934,000955,34
1935,000982,34
1936,002003,34
1937,002029,34
1938,002042,34
1939,002083,34
1940,002087,34
1941,002098,34
1942,002144,34
1943,002154,34
1944,002193,34
1945,002269,34
1946,002291,34
1947,002293,34
1948,002327,34
1949,002394,34
1950,002397,34
1951,002404,34
1952,002485,34
1953,002486,34
1954,002494,34
1955,002503,34
1956,002563,34
1957,002569,34
1958,002612,34
1959,002634,34
1960,002656,34
1961,002674,34
1962,002687,34
1963,002699,34
1964,002740,34
1965,002761,34
1966,002762,34
1967,002763,34
1968,002776,34
1969,002780,34
1970,002832,34
1971,002867,34
1972,002875,34
1973,300005,34
1974,300526,34
1975,300577,34
1976,300591,34
1977,600107,34
1978,600137,34
1979,600146,34
1980,600152,34
1981,600156,34
1982,600220,34
1983,600232,34
1984,600370,34
1985,600398,34
1986,600400,34
1987,600439,34
1988,600448,34
1989,600493,34
1990,600527,34
1991,600626,34
1992,600630,34
1993,600689,34
1994,600987,34
1995,601339,34
1996,601566,34
1997,601718,34
1998,603001,34
1999,603055,34
2000,603116,34
2001,603157,34
2002,603196,34
2003,603238,34
2004,603365,34
2005,603477,34
2006,603518,34
2007,603555,34
2008,603557,34
2009,603558,34
2010,603608,34
2011,603665,34
2012,603808,34
2013,603839,34
2014,603877,34
2015,603889,34
2016,603908,34
2017,603958,34
2018,000004,35
2019,000028,35
2020,000078,35
2021,000150,35
2022,000153,35
2023,000403,35
2024,000411,35
2025,000423,35
2026,000503,35
2027,000513,35
2028,000518,35
2029,000522,35
2030,000538,35
2031,000566,35
2032,000590,35
2033,000597,35
2034,000650,35
2035,000661,35
2036,000705,35
2037,000739,35
2038,000756,35
2039,000766,35
2040,000788,35
2041,000790,35
2042,000813,35
2043,000908,35
2044,000915,35
2045,000919,35
2046,000952,35
2047,000963,35
2048,000989,35
2049,000999,35
2050,002001,35
2051,002007,35
2052,002019,35
2053,002020,35
2054,002022,35
2055,002030,35
2056,002038,35
2057,002044,35
2058,002099,35
2059,002107,35
2060,002118,35
2061,002166,35
2062,002173,35
2063,002198,35
2064,002219,35
2065,002223,35
2066,002252,35
2067,002262,35
2068,002275,35
2069,002287,35
2070,002294,35
2071,002317,35
2072,002332,35
2073,002349,35
2074,002365,35
2075,002370,35
2076,002390,35
2077,002393,35
2078,002399,35
2079,002412,35
2080,002422,35
2081,002424,35
2082,002432,35
2083,002433,35
2084,002437,35
2085,002462,35
2086,002550,35
2087,002551,35
2088,002566,35
2089,002589,35
2090,002603,35
2091,002644,35
2092,002653,35
2093,002675,35
2094,002680,35
2095,002688,35
2096,002693,35
2097,002727,35
2098,002728,35
2099,002737,35
2100,002741,35
2101,002750,35
2102,002758,35
2103,002773,35
2104,002788,35
2105,002817,35
2106,002821,35
2107,002826,35
2108,002864,35
2109,002872,35
2110,002873,35
2111,002880,35
2112,002898,35
2113,002900,35
2114,002901,35
2115,002907,35
2116,002923,35
2117,300003,35
2118,300006,35
2119,300009,35
2120,300015,35
2121,300016,35
2122,300026,35
2123,300030,35
2124,300039,35
2125,300049,35
2126,300086,35
2127,300109,35
2128,300110,35
2129,300122,35
2130,300142,35
2131,300147,35
2132,300158,35
2133,300181,35
2134,300194,35
2135,300199,35
2136,300204,35
2137,300206,35
2138,300233,35
2139,300238,35
2140,300239,35
2141,300244,35
2142,300246,35
2143,300254,35
2144,300255,35
2145,300267,35
2146,300273,35
2147,300289,35
2148,300294,35
2149,300298,35
2150,300314,35
2151,300318,35
2152,300326,35
2153,300347,35
2154,300357,35
2155,300358,35
2156,300363,35
2157,300396,35
2158,300401,35
2159,300404,35
2160,300406,35
2161,300412,35
2162,300436,35
2163,300439,35
2164,300452,35
2165,300453,35
2166,300463,35
2167,300482,35
2168,300485,35
2169,300497,35
2170,300519,35
2171,300529,35
2172,300534,35
2173,300558,35
2174,300562,35
2175,300573,35
2176,300583,35
2177,300584,35
2178,300595,35
2179,300601,35
2180,300622,35
2181,300630,35
2182,300633,35
2183,300636,35
2184,300637,35
2185,300639,35
2186,300642,35
2187,300653,35
2188,300676,35
2189,300677,35
2190,300683,35
2191,300685,35
2192,300702,35
2193,300705,35
2194,300723,35
2195,300725,35
2196,600055,35
2197,600056,35
2198,600062,35
2199,600079,35
2200,600080,35
2201,600085,35
2202,600090,35
2203,600129,35
2204,600161,35
2205,600196,35
2206,600211,35
2207,600216,35
2208,600222,35
2209,600252,35
2210,600253,35
2211,600267,35
2212,600272,35
2213,600276,35
2214,600285,35
2215,600329,35
2216,600332,35
2217,600351,35
2218,600380,35
2219,600420,35
2220,600422,35
2221,600436,35
2222,600479,35
2223,600488,35
2224,600511,35
2225,600513,35
2226,600518,35
2227,600521,35
2228,600529,35
2229,600530,35
2230,600535,35
2231,600557,35
2232,600566,35
2233,600572,35
2234,600587,35
2235,600594,35
2236,600613,35
2237,600645,35
2238,600664,35
2239,600671,35
2240,600713,35
2241,600721,35
2242,600750,35
2243,600763,35
2244,600767,35
2245,600771,35
2246,600781,35
2247,600789,35
2248,600812,35
2249,600829,35
2250,600833,35
2251,600851,35
2252,600867,35
2253,600976,35
2254,600993,35
2255,600998,35
2256,601607,35
2257,603079,35
2258,603108,35
2259,603127,35
2260,603139,35
2261,603168,35
2262,603222,35
2263,603229,35
2264,603233,35
2265,603309,35
2266,603367,35
2267,603368,35
2268,603387,35
2269,603456,35
2270,603520,35
2271,603538,35
2272,603567,35
2273,603579,35
2274,603658,35
2275,603669,35
2276,603676,35
2277,603707,35
2278,603716,35
2279,603718,35
2280,603811,35
2281,603858,35
2282,603880,35
2283,603882,35
2284,603883,35
2285,603896,35
2286,603939,35
2287,603963,35
2288,603987,35
2289,603998,35
2290,000019,36
2291,000529,36
2292,000568,36
2293,000596,36
2294,000639,36
2295,000716,36
2296,000729,36
2297,000752,36
2298,000799,36
2299,000848,36
2300,000858,36
2301,000860,36
2302,000869,36
2303,000895,36
2304,000929,36
2305,000995,36
2306,002216,36
2307,002304,36
2308,002329,36
2309,002330,36
2310,002387,36
2311,002461,36
2312,002481,36
2313,002495,36
2314,002507,36
2315,002515,36
2316,002557,36
2317,002568,36
2318,002570,36
2319,002582,36
2320,002626,36
2321,002646,36
2322,002650,36
2323,002661,36
2324,002695,36
2325,002696,36
2326,002702,36
2327,002719,36
2328,002726,36
2329,002732,36
2330,002770,36
2331,002820,36
2332,002840,36
2333,002847,36
2334,002891,36
2335,002910,36
2336,300138,36
2337,300143,36
2338,300146,36
2339,300741,36
2340,600059,36
2341,600073,36
2342,600084,36
2343,600132,36
2344,600186,36
2345,600197,36
2346,600199,36
2347,600238,36
2348,600298,36
2349,600300,36
2350,600305,36
2351,600365,36
2352,600381,36
2353,600419,36
2354,600429,36
2355,600519,36
2356,600543,36
2357,600559,36
2358,600573,36
2359,600597,36
2360,600600,36
2361,600616,36
2362,600702,36
2363,600779,36
2364,600809,36
2365,600866,36
2366,600872,36
2367,600873,36
2368,600887,36
2369,600929,36
2370,601579,36
2371,603020,36
2372,603027,36
2373,603156,36
2374,603198,36
2375,603288,36
2376,603345,36
2377,603369,36
2378,603517,36
2379,603536,36
2380,603589,36
2381,603696,36
2382,603711,36
2383,603777,36
2384,603779,36
2385,603866,36
2386,603886,36
2387,603919,36
2388,000048,37
2389,000061,37
2390,000592,37
2391,000663,37
2392,000702,37
2393,000713,37
2394,000735,37
2395,000798,37
2396,000876,37
2397,000893,37
2398,000911,37
2399,000930,37
2400,000972,37
2401,000998,37
2402,002041,37
2403,002069,37
2404,002086,37
2405,002100,37
2406,002124,37
2407,002157,37
2408,002200,37
2409,002220,37
2410,002234,37
2411,002240,37
2412,002259,37
2413,002286,37
2414,002299,37
2415,002311,37
2416,002321,37
2417,002385,37
2418,002447,37
2419,002458,37
2420,002477,37
2421,002505,37
2422,002548,37
2423,002567,37
2424,002604,37
2425,002631,37
2426,002679,37
2427,002714,37
2428,002746,37
2429,002772,37
2430,002852,37
2431,002868,37
2432,300087,37
2433,300094,37
2434,300106,37
2435,300119,37
2436,300149,37
2437,300175,37
2438,300186,37
2439,300189,37
2440,300268,37
2441,300313,37
2442,300381,37
2443,300498,37
2444,300511,37
2445,300673,37
2446,600097,37
2447,600108,37
2448,600127,37
2449,600189,37
2450,600191,37
2451,600195,37
2452,600201,37
2453,600251,37
2454,600257,37
2455,600265,37
2456,600275,37
2457,600313,37
2458,600354,37
2459,600359,37
2460,600371,37
2461,600438,37
2462,600467,37
2463,600506,37
2464,600540,37
2465,600598,37
2466,600737,37
2467,600962,37
2468,600965,37
2469,600975,37
2470,600978,37
2471,601118,37
2472,601952,37
2473,601996,37
2474,603336,37
2475,603363,37
2476,603566,37
2477,603609,37
2478,603668,37
2479,603818,37
2480,000001,40
2481,002142,40
2482,002807,40
2483,002839,40
2484,600000,40
2485,600015,40
2486,600016,40
2487,600036,40
2488,600908,40
2489,600919,40
2490,600926,40
2491,601009,40
2492,601128,40
2493,601166,40
2494,601169,40
2495,601229,40
2496,601288,40
2497,601328,40
2498,601398,40
2499,601818,40
2500,601838,40
2501,601939,40
2502,601988,40
2503,601997,40
2504,601998,40
2505,603323,40
2506,000166,41
2507,000415,41
2508,000416,41
2509,000562,41
2510,000563,41
2511,000617,41
2512,000623,41
2513,000627,41
2514,000666,41
2515,000686,41
2516,000712,41
2517,000728,41
2518,000750,41
2519,000776,41
2520,000783,41
2521,000987,41
2522,002500,41
2523,002673,41
2524,002736,41
2525,002797,41
2526,002926,41
2527,300023,41
2528,600030,41
2529,600053,41
2530,600061,41
2531,600109,41
2532,600291,41
2533,600318,41
2534,600369,41
2535,600599,41
2536,600695,41
2537,600705,41
2538,600739,41
2539,600816,41
2540,600837,41
2541,600901,41
2542,600909,41
2543,600958,41
2544,600999,41
2545,601099,41
2546,601108,41
2547,601198,41
2548,601211,41
2549,601318,41
2550,601336,41
2551,601375,41
2552,601377,41
2553,601555,41
2554,601601,41
2555,601628,41
2556,601688,41
2557,601788,41
2558,601878,41
2559,601881,41
2560,601901,41
2561,000002,42
2562,000006,42
2563,000007,42
2564,000011,42
2565,000014,42
2566,000024,42
2567,000029,42
2568,000031,42
2569,000036,42
2570,000042,42
2571,000043,42
2572,000046,42
2573,000056,42
2574,000058,42
2575,000062,42
2576,000069,42
2577,000402,42
2578,000502,42
2579,000505,42
2580,000506,42
2581,000514,42
2582,000517,42
2583,000526,42
2584,000534,42
2585,000537,42
2586,000540,42
2587,000558,42
2588,000567,42
2589,000573,42
2590,000608,42
2591,000609,42
2592,000615,42
2593,000616,42
2594,000620,42
2595,000631,42
2596,000638,42
2597,000656,42
2598,000667,42
2599,000668,42
2600,000671,42
2601,000691,42
2602,000718,42
2603,000732,42
2604,000736,42
2605,000797,42
2606,000809,42
2607,000838,42
2608,000863,42
2609,000897,42
2610,000918,42
2611,000926,42
2612,000961,42
2613,000965,42
2614,000979,42
2615,000981,42
2616,001979,42
2617,002016,42
2618,002077,42
2619,002133,42
2620,002146,42
2621,002147,42
2622,002208,42
2623,002244,42
2624,002285,42
2625,002305,42
2626,300492,42
2627,300675,42
2628,300732,42
2629,600007,42
2630,600048,42
2631,600052,42
2632,600064,42
2633,600067,42
2634,600077,42
2635,600094,42
2636,600095,42
2637,600113,42
2638,600133,42
2639,600158,42
2640,600159,42
2641,600162,42
2642,600173,42
2643,600177,42
2644,600185,42
2645,600208,42
2646,600215,42
2647,600223,42
2648,600225,42
2649,600239,42
2650,600240,42
2651,600246,42
2652,600266,42
2653,600322,42
2654,600325,42
2655,600340,42
2656,600376,42
2657,600383,42
2658,600393,42
2659,600463,42
2660,600466,42
2661,600503,42
2662,600515,42
2663,600533,42
2664,600555,42
2665,600556,42
2666,600565,42
2667,600568,42
2668,600603,42
2669,600604,42
2670,600606,42
2671,600620,42
2672,600621,42
2673,600622,42
2674,600638,42
2675,600639,42
2676,600641,42
2677,600647,42
2678,600649,42
2679,600657,42
2680,600658,42
2681,600663,42
2682,600665,42
2683,600675,42
2684,600683,42
2685,600684,42
2686,600696,42
2687,600708,42
2688,600716,42
2689,600724,42
2690,600732,42
2691,600733,42
2692,600736,42
2693,600743,42
2694,600748,42
2695,600773,42
2696,600791,42
2697,600807,42
2698,600817,42
2699,600823,42
2700,600848,42
2701,600890,42
2702,600895,42
2703,601155,42
2704,601588,42
2705,603357,42
2706,603506,42
2707,603778,42
2708,603955,42
2709,000022,50
2710,000088,50
2711,000089,50
2712,000099,50
2713,000429,50
2714,000507,50
2715,000520,50
2716,000548,50
2717,000557,50
2718,000582,50
2719,000594,50
2720,000828,50
2721,000886,50
2722,000900,50
2723,000905,50
2724,000916,50
2725,001965,50
2726,002040,50
2727,002120,50
2728,002183,50
2729,002210,50
2730,002245,50
2731,002320,50
2732,002352,50
2733,002357,50
2734,002468,50
2735,002492,50
2736,002627,50
2737,002711,50
2738,002769,50
2739,002800,50
2740,002928,50
2741,002930,50
2742,300013,50
2743,300240,50
2744,300350,50
2745,600004,50
2746,600009,50
2747,600012,50
2748,600017,50
2749,600018,50
2750,600020,50
2751,600026,50
2752,600029,50
2753,600033,50
2754,600035,50
2755,600057,50
2756,600087,50
2757,600106,50
2758,600115,50
2759,600119,50
2760,600125,50
2761,600153,50
2762,600179,50
2763,600180,50
2764,600190,50
2765,600221,50
2766,600233,50
2767,600269,50
2768,600270,50
2769,600279,50
2770,600317,50
2771,600350,50
2772,600368,50
2773,600377,50
2774,600428,50
2775,600548,50
2776,600561,50
2777,600575,50
2778,600611,50
2779,600650,50
2780,600662,50
2781,600692,50
2782,600717,50
2783,600751,50
2784,600787,50
2785,600794,50
2786,600798,50
2787,600834,50
2788,600896,50
2789,600897,50
2790,601000,50
2791,601006,50
2792,601008,50
2793,601018,50
2794,601021,50
2795,601107,50
2796,601111,50
2797,601188,50
2798,601228,50
2799,601326,50
2800,601333,50
2801,601518,50
2802,601866,50
2803,601872,50
2804,601880,50
2805,601919,50
2806,603032,50
2807,603056,50
2808,603066,50
2809,603069,50
2810,603117,50
2811,603128,50
2812,603167,50
2813,603223,50
2814,603329,50
2815,603535,50
2816,603648,50
2817,603813,50
2818,603871,50
2819,603885,50
2820,000020,60
2821,000021,60
2822,000045,60
2823,000049,60
2824,000050,60
2825,000413,60
2826,000532,60
2827,000536,60
2828,000636,60
2829,000670,60
2830,000701,60
2831,000725,60
2832,000727,60
2833,000733,60
2834,000823,60
2835,000970,60
2836,000988,60
2837,002005,60
2838,002008,60
2839,002036,60
2840,002045,60
2841,002049,60
2842,002052,60
2843,002055,60
2844,002056,60
2845,002079,60
2846,002106,60
2847,002119,60
2848,002130,60
2849,002134,60
2850,002138,60
2851,002139,60
2852,002141,60
2853,002156,60
2854,002180,60
2855,002185,60
2856,002189,60
2857,002197,60
2858,002199,60
2859,002217,60
2860,002222,60
2861,002236,60
2862,002241,60
2863,002273,60
2864,002288,60
2865,002289,60
2866,002341,60
2867,002351,60
2868,002369,60
2869,002371,60
2870,002388,60
2871,002389,60
2872,002402,60
2873,002415,60
2874,002436,60
2875,002449,60
2876,002456,60
2877,002463,60
2878,002475,60
2879,002484,60
2880,002504,60
2881,002527,60
2882,002528,60
2883,002579,60
2884,002587,60
2885,002600,60
2886,002618,60
2887,002636,60
2888,002647,60
2889,002654,60
2890,002660,60
2891,002681,60
2892,002724,60
2893,002733,60
2894,002745,60
2895,002782,60
2896,002808,60
2897,002815,60
2898,002841,60
2899,002845,60
2900,002861,60
2901,002876,60
2902,002881,60
2903,002888,60
2904,002902,60
2905,002913,60
2906,002916,60
2907,002922,60
2908,002925,60
2909,300007,60
2910,300014,60
2911,300028,60
2912,300032,60
2913,300046,60
2914,300053,60
2915,300077,60
2916,300083,60
2917,300088,60
2918,300102,60
2919,300115,60
2920,300127,60
2921,300128,60
2922,300131,60
2923,300139,60
2924,300155,60
2925,300162,60
2926,300183,60
2927,300184,60
2928,300207,60
2929,300219,60
2930,300220,60
2931,300223,60
2932,300224,60
2933,300227,60
2934,300232,60
2935,300241,60
2936,300256,60
2937,300269,60
2938,300282,60
2939,300296,60
2940,300301,60
2941,300303,60
2942,300319,60
2943,300323,60
2944,300327,60
2945,300331,60
2946,300346,60
2947,300356,60
2948,300360,60
2949,300373,60
2950,300389,60
2951,300390,60
2952,300395,60
2953,300408,60
2954,300433,60
2955,300438,60
2956,300446,60
2957,300460,60
2958,300462,60
2959,300476,60
2960,300491,60
2961,300493,60
2962,300515,60
2963,300516,60
2964,300543,60
2965,300545,60
2966,300566,60
2967,300602,60
2968,300604,60
2969,300613,60
2970,300623,60
2971,300647,60
2972,300656,60
2973,300657,60
2974,300660,60
2975,300661,60
2976,300666,60
2977,300667,60
2978,300671,60
2979,300672,60
2980,300679,60
2981,300686,60
2982,300691,60
2983,300708,60
2984,300709,60
2985,300726,60
2986,300739,60
2987,600071,60
2988,600110,60
2989,600171,60
2990,600183,60
2991,600203,60
2992,600206,60
2993,600237,60
2994,600288,60
2995,600353,60
2996,600360,60
2997,600363,60
2998,600401,60
2999,600460,60
3000,600478,60
3001,600525,60
3002,600563,60
3003,600584,60
3004,600602,60
3005,600654,60
3006,600667,60
3007,600703,60
3008,600707,60
3009,600747,60
3010,600884,60
3011,601231,60
3012,603005,60
3013,603160,60
3014,603186,60
3015,603228,60
3016,603328,60
3017,603380,60
3018,603386,60
3019,603501,60
3020,603508,60
3021,603595,60
3022,603633,60
3023,603659,60
3024,603678,60
3025,603688,60
3026,603703,60
3027,603738,60
3028,603920,60
3029,603933,60
3030,603936,60
3031,603986,60
3032,603989,60
3033,603996,60
3034,000032,61
3035,000063,61
3036,000070,61
3037,000586,61
3038,000829,61
3039,000836,61
3040,000851,61
3041,000889,61
3042,000971,61
3043,002017,61
3044,002089,61
3045,002093,61
3046,002104,61
3047,002115,61
3048,002148,61
3049,002161,61
3050,002194,61
3051,002231,61
3052,002261,61
3053,002281,61
3054,002296,61
3055,002309,61
3056,002313,61
3057,002316,61
3058,002335,61
3059,002359,61
3060,002396,61
3061,002416,61
3062,002417,61
3063,002446,61
3064,002467,61
3065,002491,61
3066,002544,61
3067,002547,61
3068,002583,61
3069,002792,61
3070,002813,61
3071,002848,61
3072,002897,61
3073,002908,61
3074,002929,61
3075,300017,61
3076,300025,61
3077,300038,61
3078,300047,61
3079,300050,61
3080,300081,61
3081,300134,61
3082,300136,61
3083,300205,61
3084,300211,61
3085,300213,61
3086,300250,61
3087,300264,61
3088,300288,61
3089,300292,61
3090,300299,61
3091,300310,61
3092,300312,61
3093,300322,61
3094,300353,61
3095,300366,61
3096,300383,61
3097,300394,61
3098,300414,61
3099,300502,61
3100,300504,61
3101,300531,61
3102,300548,61
3103,300555,61
3104,300560,61
3105,300563,61
3106,300565,61
3107,300570,61
3108,300571,61
3109,300578,61
3110,300590,61
3111,300593,61
3112,300597,61
3113,300603,61
3114,300615,61
3115,300620,61
3116,300627,61
3117,300628,61
3118,300638,61
3119,300689,61
3120,300698,61
3121,300710,61
3122,300711,61
3123,300731,61
3124,300735,61
3125,300736,61
3126,600050,61
3127,600105,61
3128,600130,61
3129,600198,61
3130,600260,61
3131,600289,61
3132,600345,61
3133,600355,61
3134,600405,61
3135,600462,61
3136,600485,61
3137,600487,61
3138,600498,61
3139,600522,61
3140,600680,61
3141,600745,61
3142,600764,61
3143,600775,61
3144,600776,61
3145,600797,61
3146,600804,61
3147,603003,61
3148,603042,61
3149,603083,61
3150,603118,61
3151,603322,61
3152,603421,61
3153,603516,61
3154,603559,61
3155,603602,61
3156,603712,61
3157,603803,61
3158,000034,62
3159,000066,62
3160,000555,62
3161,000662,62
3162,000748,62
3163,000938,62
3164,000948,62
3165,000977,62
3166,000997,62
3167,002063,62
3168,002065,62
3169,002072,62
3170,002090,62
3171,002152,62
3172,002153,62
3173,002177,62
3174,002195,62
3175,002230,62
3176,002232,62
3177,002253,62
3178,002268,62
3179,002279,62
3180,002280,62
3181,002306,62
3182,002308,62
3183,002312,62
3184,002331,62
3185,002362,62
3186,002368,62
3187,002373,62
3188,002376,62
3189,002380,62
3190,002383,62
3191,002401,62
3192,002405,62
3193,002410,62
3194,002439,62
3195,002474,62
3196,002512,62
3197,002518,62
3198,002546,62
3199,002577,62
3200,002609,62
3201,002635,62
3202,002642,62
3203,002649,62
3204,002657,62
3205,002766,62
3206,002771,62
3207,002777,62
3208,002829,62
3209,002835,62
3210,002866,62
3211,002869,62
3212,002906,62
3213,002912,62
3214,300002,62
3215,300010,62
3216,300020,62
3217,300033,62
3218,300036,62
3219,300042,62
3220,300074,62
3221,300075,62
3222,300076,62
3223,300078,62
3224,300085,62
3225,300096,62
3226,300098,62
3227,300130,62
3228,300150,62
3229,300157,62
3230,300166,62
3231,300167,62
3232,300168,62
3233,300170,62
3234,300177,62
3235,300182,62
3236,300188,62
3237,300191,62
3238,300202,62
3239,300209,62
3240,300212,62
3241,300229,62
3242,300231,62
3243,300235,62
3244,300245,62
3245,300248,62
3246,300253,62
3247,300270,62
3248,300271,62
3249,300275,62
3250,300277,62
3251,300287,62
3252,300290,62
3253,300297,62
3254,300302,62
3255,300311,62
3256,300324,62
3257,300330,62
3258,300333,62
3259,300339,62
3260,300348,62
3261,300352,62
3262,300365,62
3263,300367,62
3264,300369,62
3265,300377,62
3266,300378,62
3267,300379,62
3268,300380,62
3269,300386,62
3270,300399,62
3271,300419,62
3272,300440,62
3273,300448,62
3274,300449,62
3275,300451,62
3276,300455,62
3277,300458,62
3278,300465,62
3279,300468,62
3280,300469,62
3281,300479,62
3282,300494,62
3283,300496,62
3284,300508,62
3285,300513,62
3286,300520,62
3287,300523,62
3288,300525,62
3289,300532,62
3290,300541,62
3291,300542,62
3292,300546,62
3293,300550,62
3294,300552,62
3295,300556,62
3296,300559,62
3297,300561,62
3298,300579,62
3299,300588,62
3300,300598,62
3301,300605,62
3302,300608,62
3303,300609,62
3304,300624,62
3305,300634,62
3306,300645,62
3307,300659,62
3308,300663,62
3309,300678,62
3310,300682,62
3311,300687,62
3312,300730,62
3313,300738,62
3314,600100,62
3315,600271,62
3316,600410,62
3317,600446,62
3318,600476,62
3319,600536,62
3320,600570,62
3321,600571,62
3322,600588,62
3323,600601,62
3324,600701,62
3325,600718,62
3326,600728,62
3327,600734,62
3328,600756,62
3329,600845,62
3330,600850,62
3331,601360,62
3332,601519,62
3333,603019,62
3334,603025,62
3335,603039,62
3336,603106,62
3337,603138,62
3338,603189,62
3339,603232,62
3340,603383,62
3341,603496,62
3342,603528,62
3343,603636,62
3344,603660,62
3345,603859,62
3346,603881,62
3347,603890,62
3348,603918,62
3349,603990,62
3350,000038,63
3351,000156,63
3352,000606,63
3353,000607,63
3354,000665,63
3355,000673,63
3356,000676,63
3357,000681,63
3358,000719,63
3359,000793,63
3360,000802,63
3361,000835,63
3362,000892,63
3363,000917,63
3364,002027,63
3365,002071,63
3366,002095,63
3367,002103,63
3368,002113,63
3369,002123,63
3370,002131,63
3371,002137,63
3372,002143,63
3373,002174,63
3374,002175,63
3375,002181,63
3376,002188,63
3377,002238,63
3378,002247,63
3379,002292,63
3380,002315,63
3381,002343,63
3382,002354,63
3383,002400,63
3384,002425,63
3385,002445,63
3386,002502,63
3387,002517,63
3388,002530,63
3389,002555,63
3390,002558,63
3391,002599,63
3392,002602,63
3393,002624,63
3394,002655,63
3395,002712,63
3396,002739,63
3397,002858,63
3398,002878,63
3399,002889,63
3400,002905,63
3401,300027,63
3402,300031,63
3403,300051,63
3404,300052,63
3405,300058,63
3406,300059,63
3407,300063,63
3408,300071,63
3409,300079,63
3410,300104,63
3411,300113,63
3412,300133,63
3413,300148,63
3414,300226,63
3415,300242,63
3416,300251,63
3417,300291,63
3418,300295,63
3419,300315,63
3420,300336,63
3421,300359,63
3422,300364,63
3423,300392,63
3424,300418,63
3425,300426,63
3426,300431,63
3427,300467,63
3428,300518,63
3429,300528,63
3430,300533,63
3431,300612,63
3432,300654,63
3433,600037,63
3434,600088,63
3435,600136,63
3436,600229,63
3437,600242,63
3438,600373,63
3439,600386,63
3440,600455,63
3441,600551,63
3442,600576,63
3443,600633,63
3444,600637,63
3445,600652,63
3446,600661,63
3447,600715,63
3448,600757,63
3449,600825,63
3450,600831,63
3451,600880,63
3452,600892,63
3453,600936,63
3454,600959,63
3455,600977,63
3456,600986,63
3457,600996,63
3458,601019,63
3459,601098,63
3460,601595,63
3461,601599,63
3462,601801,63
3463,601811,63
3464,601858,63
3465,601900,63
3466,601928,63
3467,601929,63
3468,601949,63
3469,601999,63
3470,603000,63
3471,603096,63
3472,603103,63
3473,603258,63
3474,603444,63
3475,603533,63
3476,603598,63
3477,603721,63
3478,603729,63
3479,603825,63
3480,603888,63
3481,603999,63
3482,000009,70
3483,000158,70
3484,000409,70
3485,000504,70
3486,000571,70
3487,000652,70
3488,000803,70
3489,000812,70
3490,000839,70
3491,000881,70
3492,000909,70
3493,000931,70
3494,002018,70
3495,002638,70
3496,002667,70
3497,300280,70
3498,300338,70
3499,300635,70
3500,300662,70
3501,300688,70
3502,600051,70
3503,600070,70
3504,600082,70
3505,600128,70
3506,600149,70
3507,600175,70
3508,600200,70
3509,600207,70
3510,600212,70
3511,600234,70
3512,600382,70
3513,600510,70
3514,600624,70
3515,600634,70
3516,600643,70
3517,600668,70
3518,600704,70
3519,600730,70
3520,600770,70
3521,600784,70
3522,600805,70
3523,600832,70
3524,601992,70
3525,603060,70
3526,603183,70
